"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","*TIME","LHGrasp","RHInteract","RHGrasp","Interact Comment","LHInteract","Grasp Comment","LHinteract","File","File Path"
387.207,387.428,0.221,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
391.142,392.882,1.74,,,"i",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
392.629,398.237,5.608,,"ig",,,,"i",,,"003_08_092407_07202018EP_mathands_IN.eaf"
393.692,395.018,1.326,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
401.961,404.038,2.077,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
404.98,406.149,1.169,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
423.908,424.713,0.805,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
426.207,426.649,0.442,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
427.103,429.519,2.416,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
429.48,433.727,4.247,,"ig",,,,"i",,,"003_08_092407_07202018EP_mathands_IN.eaf"
431.025,431.116,0.091,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
432.137,441.125,8.988,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
434.52,441.936,7.416,,"mg",,,,"m",,,"003_08_092407_07202018EP_mathands_IN.eaf"
443.584,444.766,1.182,,"mg",,,,"m",,,"003_08_092407_07202018EP_mathands_IN.eaf"
464.41,465.631,1.221,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
467.089,477.421,10.332,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
476.776,477.122,0.346,"End Toy Play - by BK",,,,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
761.053,761.57,0.517,"END",,,,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"

89.02,89.556,0.536,"START",,,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
89.02,91.379,2.359,,,"a",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
93.926,93.992,0.066,,,"a",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
95.602,95.969,0.367,,,"a",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
97.413,107.095,9.682,,"ag",,,,"a",,,"004_08_092407_07242018EP_mathands_YT.eaf"
97.413,109.598,12.185,,,"a","ag",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
116.079,116.589,0.51,,,,,"OCC",,,,"004_08_092407_07242018EP_mathands_YT.eaf"
116.589,118.22,1.631,,,,,"LH/RH Under the tray",,,,"004_08_092407_07242018EP_mathands_YT.eaf"
116.589,126.292,9.703,,"ig",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
116.589,131.488,14.899,,,,,,"i",,,"004_08_092407_07242018EP_mathands_YT.eaf"
117.946,133.077,15.131,,,"i",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
117.946,133.098,15.152,,,,"ig",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
126.409,128.313,1.904,,,,,"interact?",,,,"004_08_092407_07242018EP_mathands_YT.eaf"
128.415,129.29,0.875,,"ig",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
133.12,140.12,7.0,,,,,,"m",,,"004_08_092407_07242018EP_mathands_YT.eaf"
133.586,140.106,6.52,,"mg",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
137.618,140.485,2.867,,,"m","mg",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
141.625,141.796,0.171,,,,,,"m",,,"004_08_092407_07242018EP_mathands_YT.eaf"
146.711,147.579,0.868,,,"a","ag",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
147.412,148.382,0.97,,"ag",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
147.412,148.78,1.368,,,,,,"a",,,"004_08_092407_07242018EP_mathands_YT.eaf"
147.926,154.695,6.769,,,"m",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
148.226,154.597,6.371,,,,"mg",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
155.22,156.172,0.952,,,,,,"m",,,"004_08_092407_07242018EP_mathands_YT.eaf"
156.806,156.872,0.066,,,"m",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
157.418,164.872,7.454,,,,,,"m",,,"004_08_092407_07242018EP_mathands_YT.eaf"
157.517,164.797,7.28,,"mg",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
160.925,164.872,3.947,,,,,"LH/RH under the tray",,,,"004_08_092407_07242018EP_mathands_YT.eaf"
164.1,166.892,2.792,,,"m",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
164.823,166.796,1.973,,,,"mg",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
173.428,173.495,0.067,,,"m",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
173.764,174.589,0.825,,,,,,"m",,,"004_08_092407_07242018EP_mathands_YT.eaf"
175.608,181.884,6.276,,,,"ig",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
175.608,181.974,6.366,,,"i",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
183.031,183.098,0.067,,,"m",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
183.423,184.38,0.957,,,,,,"m",,,"004_08_092407_07242018EP_mathands_YT.eaf"
183.833,208.085,24.252,,,"i",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
184.299,207.695,23.396,,,,"ig",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
184.618,207.682,23.064,,,,,,"i",,,"004_08_092407_07242018EP_mathands_YT.eaf"
184.716,187.996,3.28,,"ig",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
193.606,207.687,14.081,,"ig",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
208.011,218.167,10.156,,,,,,"a",,,"004_08_092407_07242018EP_mathands_YT.eaf"
208.875,218.171,9.296,,"ag",,,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
209.007,209.496,0.489,,,,"mg",,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
209.007,209.597,0.59,,,"m",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
211.0,212.987,1.987,,,"i",,,,,,"004_08_092407_07242018EP_mathands_YT.eaf"
