Begin,End,m_inf,i_inf,a_inf,Mom Actions,m_mom,i_mom,a_mom,File
254.59,254.75799999999998,,,,,,Both,,027_08
254.59,255.669,,,,,,L,,027_08
255.865,267.23,,,,,R,,,027_08
270.528,270.695,,,,,R,,,027_08
271.785,272.39,,,,,R,,,027_08
277.57,278.128,,,,,R,,,027_08
279.094,279.621,,,,,L,,,027_08
280.503,280.57,,,,,R,,,027_08
281.307,281.373,,,,,L,,,027_08
284.596,285.064,,,,,R,,,027_08
286.52099999999996,290.656,,,,,R,,,027_08
286.753,287.02,,,,,Both,,,027_08
287.973,288.04,,,,,L,,,027_08
289.92400000000004,291.209,,,,,L,,,027_08
291.82,292.387,,,,,R,,,027_08
292.78700000000003,296.35900000000004,,,,,L,,,027_08
308.036,308.403,,,,,L,,,027_08
310.053,310.086,,,,,R,,,027_08
310.481,312.034,,,,,L,,,027_08
311.07,312.034,,,,,Both,,,027_08
311.07,313.69,,,,,R,,,027_08
313.121,313.69,,,,,Both,,,027_08
313.121,314.909,,,,,L,,,027_08
315.441,317.197,,,,,R,,,027_08
317.33,318.198,,,,,L,,,027_08
318.585,326.695,,,,,R,,,027_08
327.626,328.059,,,,,L,,,027_08
329.95099999999996,330.051,,,,,L,,,027_08
330.53,330.63,,,,,R,,,027_08
331.62300000000005,331.723,,,,,L,,,027_08
332.39300000000003,333.80199999999996,,,,,R,,,027_08
334.903,345.47900000000004,,,,,R,,,027_08
349.163,349.296,,,,,R,,,027_08
351.24199999999996,352.344,,,,,R,,,027_08
354.401,356.222,,,,,L,,,027_08
354.72900000000004,356.222,,,,,Both,,,027_08
354.72900000000004,356.689,,,,,R,,,027_08
363.15,363.25,,,,,R,,,027_08
364.244,366.04699999999997,,,,,L,,,027_08
364.965,366.04699999999997,,,,,,,Both,027_08
364.965,377.305,,,,,,,R,027_08
366.529,375.00300000000004,,,,,,,Both,027_08
383.01300000000003,384.593,,,,,,,R,027_08
387.781,392.249,,,,,,,L,027_08
399.23400000000004,404.94800000000004,,,,,R,,,027_08
401.778,402.89099999999996,,,,,,,Both,027_08
427.07,438.31199999999995,,,,,,L,,027_08
428.069,438.31199999999995,,,,,,Both,,027_08
428.069,440.212,,,,,,R,,027_08
438.72900000000004,440.204,,,,,,,Both,027_08
441.032,444.033,,,,,,L,,027_08
454.417,454.48400000000004,,,,,,R,,027_08
461.84,462.223,,,,,L,,,027_08
462.155,462.223,,,,,Both,,,027_08
462.155,462.66,,,,,R,,,027_08
462.82800000000003,463.36699999999996,,,,,,L,,027_08
463.26599999999996,463.36699999999996,,,,,,Both,,027_08
463.26599999999996,465.101,,,,,,R,,027_08
465.478,465.711,,,,,R,,,027_08
467.702,471.64099999999996,,,,,R,,,027_08
472.38599999999997,474.17199999999997,,,,,L,,,027_08
472.835,474.17199999999997,,,,,Both,,,027_08
472.835,474.54,,,,,R,,,027_08
487.014,489.471,,,,,R,,,027_08
490.901,498.79900000000004,,,,,R,,,027_08
500.66900000000004,505.70599999999996,,,,,R,,,027_08
510.97900000000004,516.544,,,,,R,,,027_08
515.563,516.544,,,,,Both,,,027_08
515.563,522.5419999999999,,,,,L,,,027_08
531.512,532.59,,,,,L,,,027_08
534.016,536.056,,,,,,,L,027_08
104.609,110.18299999999999,,,,,R,,,028_08
120.027,121.792,,,,,R,,,028_08
123.42,129.382,,,,,,,R,028_08
126.70200000000001,127.771,,,,,,,Both,028_08
129.20600000000002,173.672,,,,,,,L,028_08
129.816,131.382,,,,,Both,,,028_08
131.716,145.482,,,,,,,R,028_08
159.602,160.27,,,,,,,R,028_08
165.632,173.89,,,,,,,R,028_08
206.41099999999997,207.179,,,,,,,R,028_08
210.407,214.99,,,,,,L,,028_08
210.40900000000002,214.389,,,,,,,Both,028_08
214.91299999999998,222.394,,,,,,R,,028_08
218.926,220.793,,,,,,Both,,028_08
222.12099999999998,223.387,,,,,,L,,028_08
223.329,223.387,,,,,,Both,,028_08
223.329,228.082,,,,,,R,,028_08
232.507,236.389,,,,,,L,,028_08
236.014,236.389,,,,,,Both,,028_08
236.014,241.387,,,,,,R,,028_08
240.014,241.387,,,,,,,Both,028_08
240.014,241.778,,,,,,,L,028_08
241.628,241.778,,,,,,,Both,028_08
241.628,242.375,,,,,,,R,028_08
264.012,264.976,,,,,R,,,028_08
267.20799999999997,271.678,,,,,R,,,028_08
288.931,289.098,,,,,R,,,028_08
290.399,290.699,,,,,R,,,028_08
292.031,292.198,,,,,R,,,028_08
308.73,309.095,,,,,R,,,028_08
310.003,312.793,,,,,,,R,028_08
312.519,312.793,,,,,,,Both,028_08
312.519,323.39799999999997,,,,,,,L,028_08
313.226,314.47900000000004,,,,,Both,,,028_08
314.911,323.378,,,,,,,R,028_08
334.33099999999996,348.385,,,,,,,R,028_08
336.526,341.483,,,,,,,Both,028_08
381.519,383.37,,,,,R,,,028_08
383.603,384.782,,,,,,,R,028_08
390.10400000000004,401.88599999999997,,,,,,,L,028_08
390.496,391.19599999999997,,,,,Both,,,028_08
391.81300000000005,401.87199999999996,,,,,,,R,028_08
412.028,412.494,,,,,,,R,028_08
120.904,122.77,,,,,L,,,029_08
126.189,129.995,,,,,L,,,029_08
133.293,138.385,,,,,,,L,029_08
133.859,137.067,,,,,Both,,,029_08
152.798,155.871,,,,,R,,,029_08
182.165,184.96400000000003,,,,,,R,,029_08
186.665,192.362,,,,,R,,,029_08
194.44799999999998,197.267,,,,,R,,,029_08
198.105,200.662,,,,,,L,,029_08
200.433,200.662,,,,,Both,,,029_08
200.433,203.47299999999998,,,,,R,,,029_08
223.6,241.84599999999998,,,,,R,,,029_08
229.142,241.84599999999998,,,,,,Both,,029_08
229.142,242.06,,,,,,L,,029_08
242.449,243.19400000000002,,,,,,,L,029_08
243.558,253.857,,,,,R,,,029_08
244.697,252.18,,,,,,,Both,029_08
254.61700000000002,256.48900000000003,,,,,,,L,029_08
257.35200000000003,266.132,,,,,R,,,029_08
258.515,260.57,,,,,,,Both,029_08
265.697,277.415,,,,,L,,,029_08
266.94,270.195,,,,,Both,,,029_08
277.248,279.04,,,,,R,,,029_08
278.94599999999997,279.04,,,,,Both,,,029_08
278.94599999999997,291.342,,,,,L,,,029_08
279.70099999999996,282.755,,,,,,,Both,029_08
296.79400000000004,297.98900000000003,,,,,R,,,029_08
299.217,301.373,,,,,R,,,029_08
302.861,303.07599999999996,,,,,R,,,029_08
304.053,304.187,,,,,L,,,029_08
304.844,305.28,,,,,R,,,029_08
315.036,330.849,,,,,R,,,029_08
315.402,316.764,,,,,Both,,,029_08
318.80400000000003,330.838,,,,,L,,,029_08
366.223,375.884,,,,,R,,,029_08
370.34,375.884,,,,,,Both,,029_08
370.34,377.824,,,,,,L,,029_08
384.21,390.225,,,,,,L,,029_08
395.279,396.18699999999995,,,,,R,,,029_08
400.22900000000004,400.89300000000003,,,,,,L,,029_08
401.941,405.663,,,,,R,,,029_08
425.25,426.066,,,,,,R,,029_08
429.469,430.889,,,,,R,,,029_08
437.059,446.167,,,,,L,,,029_08
438.19699999999995,442.592,,,,,Both,,,029_08
448.022,455.95300000000003,,,,,R,,,029_08
452.51599999999996,455.95300000000003,,,,,,Both,,029_08
452.51599999999996,456.167,,,,,,L,,029_08
466.305,467.15,,,,,R,,,029_08
490.301,499.14599999999996,,,,,L,,,029_08
66.501,73.399,,,,,,R,,031_08
69.001,70.378,,,,,,Both,,031_08
88.402,89.698,,,,,R,,,031_08
90.00299999999999,91.89399999999999,,,,,,R,,031_08
92.802,95.396,,,,,L,,,031_08
96.406,96.49600000000001,,,,,R,,,031_08
97.70200000000001,97.79700000000001,,,,,L,,,031_08
110.90299999999999,117.99600000000001,,,,,R,,,031_08
130.702,135.096,,,,,,,L,031_08
135.502,139.173,,,,,L,,,031_08
157.2,158.599,,,,,,R,,031_08
158.4,158.599,,,,,,Both,,031_08
158.4,159.799,,,,,,L,,031_08
164.5,168.09900000000002,,,,,,,L,031_08
165.702,168.09900000000002,,,,,,,Both,031_08
165.702,172.299,,,,,,,R,031_08
187.206,188.296,,,,,L,,,031_08
188.203,188.296,,,,,Both,,,031_08
188.203,190.899,,,,,R,,,031_08
189.50599999999997,190.899,,,,,,,Both,031_08
189.50599999999997,191.59900000000002,,,,,,,L,031_08
191.10299999999998,191.59900000000002,,,,,,,Both,031_08
191.10299999999998,192.49900000000002,,,,,,,R,031_08
220.80200000000002,221.197,,,,,,,R,031_08
221.502,225.299,,,,,R,,,031_08
230.701,231.196,,,,,,L,,031_08
230.90099999999998,231.196,,,,,,Both,,031_08
230.90099999999998,238.899,,,,,,R,,031_08
237.6,238.899,,,,,Both,,,031_08
237.6,240.203,,,,,L,,,031_08
239.40200000000002,240.203,,,,,,,Both,031_08
239.40200000000002,240.49900000000002,,,,,,,R,031_08
240.798,243.09799999999998,,,,,,,L,031_08
240.801,241.796,,,,,Both,,,031_08
246.201,247.899,,,,,,R,,031_08
251.1,251.998,,,,,R,,,031_08
256.10200000000003,257.099,,,,,R,,,031_08
266.584,267.297,,,,,L,,,031_08
267.202,267.297,,,,,Both,,,031_08
267.202,267.897,,,,,R,,,031_08
271.70099999999996,273.498,,,,,R,,,031_08
272.402,273.498,,,,,Both,,,031_08
272.402,286.897,,,,,L,,,031_08
277.702,286.897,,,,,Both,,,031_08
277.702,305.296,,,,,R,,,031_08
298.10200000000003,305.296,,,,,Both,,,031_08
298.10200000000003,306.894,,,,,L,,,031_08
347.70599999999996,358.09,,,,,L,,,031_08
363.806,365.394,,,,,,,L,031_08
364.80300000000005,365.394,,,,,,,Both,031_08
364.80300000000005,366.69,,,,,,,R,031_08
367.0,368.798,,,,,R,,,031_08
380.905,385.892,,,,,,,L,031_08
385.305,385.892,,,,,,,Both,031_08
385.305,395.991,,,,,,,R,031_08
409.60900000000004,429.792,,,,,,,L,031_08
426.006,429.792,,,,,,,Both,031_08
426.006,432.399,,,,,,,R,031_08
460.311,461.295,,,,,,R,,031_08
143.901,153.496,,,,,,,R,032_08
145.703,149.196,,,,,,,Both,032_08
153.10299999999998,154.394,,,,,,L,,032_08
154.004,154.394,,,,,,Both,,032_08
154.004,155.295,,,,,,R,,032_08
259.401,261.598,,,,,L,,,032_08
259.503,261.598,,,,,,,Both,032_08
259.503,262.495,,,,,,,R,032_08
262.202,262.495,,,,,,,Both,032_08
262.202,265.099,,,,,,,L,032_08
284.302,285.695,,,,,,R,,032_08
284.404,285.695,,,,,Both,,,032_08
284.404,286.195,,,,,L,,,032_08
285.9,286.195,,,,,Both,,,032_08
285.9,290.29400000000004,,,,,R,,,032_08
289.80400000000003,290.29400000000004,,,,,,Both,,032_08
289.80400000000003,290.894,,,,,,L,,032_08
290.703,290.894,,,,,,Both,,032_08
290.703,291.494,,,,,,R,,032_08
311.301,351.69699999999995,,,,,R,,,032_08
320.703,325.89799999999997,,,,,,Both,,032_08
354.103,355.298,,,,,,R,,032_08
357.80300000000005,359.899,,,,,R,,,032_08
376.103,378.19599999999997,,,,,R,,,032_08
381.50199999999995,384.097,,,,,R,,,032_08
384.50300000000004,385.798,,,,,,R,,032_08
395.80300000000005,397.895,,,,,,R,,032_08
397.405,397.895,,,,,,Both,,032_08
397.405,402.695,,,,,,L,,032_08
402.30199999999996,402.695,,,,,,Both,,032_08
402.30199999999996,405.195,,,,,,R,,032_08
421.901,424.499,,,,,R,,,032_08
436.603,438.99800000000005,,,,,,R,,032_08
28.3,29.975,,,,,,,R,035_08
31.676,35.897,,,,,R,,,035_08
37.409,37.676,,,,,L,,,035_08
38.42,40.497,,,,,R,,,035_08
45.821999999999996,47.591,,,,,R,,,035_08
56.221000000000004,56.988,,,,,R,,,035_08
64.814,65.081,,,,,,,R,035_08
65.82300000000001,66.691,,,,,,L,,035_08
68.107,78.992,,,,,R,,,035_08
69.126,69.593,,,,,Both,,,035_08
72.126,74.098,,,,,,,L,035_08
79.72800000000001,93.26799999999999,,,,,,,R,035_08
80.928,93.26799999999999,,,,,,,Both,035_08
80.928,93.277,,,,,,,L,035_08
130.113,130.48,,,,,R,,,035_08
134.012,142.27,,,,,,,R,035_08
138.23,139.667,,,,,Both,,,035_08
143.322,144.78,,,,,R,,,035_08
151.321,152.287,,,,,R,,,035_08
152.509,156.09,,,,,,L,,035_08
153.809,156.09,,,,,,Both,,035_08
153.809,157.895,,,,,,R,,035_08
156.424,157.895,,,,,Both,,,035_08
156.424,159.47299999999998,,,,,L,,,035_08
172.91,186.07299999999998,,,,,,R,,035_08
177.332,185.489,,,,,,Both,,035_08
188.209,194.187,,,,,,L,,035_08
195.40900000000002,202.67700000000002,,,,,,R,,035_08
197.528,199.68599999999998,,,,,,,Both,035_08
88.309,90.081,,,,,R,,,036_08
120.22,143.293,,,,,L,,,036_08
126.926,129.483,,,,,,Both,,036_08
143.319,185.968,,,,,R,,,036_08
148.32299999999998,152.47899999999998,,,,,Both,,,036_08
166.704,190.398,,,,,L,,,036_08
260.101,264.878,,,,,,R,,036_08
274.20799999999997,280.481,,,,,,L,,036_08
287.399,289.568,,,,,,,L,036_08
288.21299999999997,289.568,,,,,,,Both,036_08
288.21299999999997,308.367,,,,,,,R,036_08
305.008,308.367,,,,,,,Both,036_08
305.008,322.366,,,,,,,L,036_08
310.827,314.066,,,,,,Both,,036_08
314.41900000000004,322.47700000000003,,,,,,,R,036_08
351.10400000000004,355.37300000000005,,,,,,,R,036_08
154.843,156.031,,,,,L,,,039_08
158.30700000000002,159.643,,,,,,,R,039_08
160.14,161.55700000000002,,,,,R,,,039_08
236.01,237.84599999999998,,,,,,R,,039_08
239.13,240.875,,,,,L,,,039_08
250.368,256.749,,,,,,R,,039_08
266.845,268.71,,,,,R,,,039_08
280.684,281.724,,,,,R,,,039_08
308.126,308.938,,,,,,R,,039_08
318.751,320.113,,,,,R,,,039_08
344.81800000000004,346.415,,,,,,,L,039_08
345.18699999999995,346.415,,,,,,,Both,039_08
345.18699999999995,354.509,,,,,,,R,039_08
357.476,359.858,,,,,,R,,039_08
0.0,4.37,,,,,L,,,040_08
10.5,12.37,,,,,R,,,040_08
61.325,69.087,,,,,,R,,040_08
66.631,67.266,,,,,,Both,,040_08
67.82600000000001,69.593,,,,,L,,,040_08
69.32600000000001,69.593,,,,,Both,,,040_08
69.32600000000001,70.68,,,,,R,,,040_08
77.816,84.87200000000001,,,,,,R,,040_08
79.411,84.87200000000001,,,,,,Both,,040_08
79.411,85.696,,,,,,L,,040_08
133.012,143.088,,,,,,,R,040_08
136.914,139.297,,,,,,Both,,040_08
139.72,143.181,,,,,,,L,040_08
175.107,176.09799999999998,,,,,,,L,040_08
178.02599999999998,180.99,,,,,,,L,040_08
210.00900000000001,211.168,,,,,R,,,040_08
212.31099999999998,224.403,,,,,,,R,040_08
217.019,222.99099999999999,,,,,,,Both,040_08
228.135,229.588,,,,,L,,,040_08
228.78099999999998,229.588,,,,,,,Both,040_08
228.78099999999998,244.567,,,,,,,R,040_08
232.053,242.282,,,,,,,Both,040_08
249.012,250.27599999999998,,,,,R,,,040_08
259.782,261.176,,,,,,,R,040_08
269.618,270.274,,,,,L,,,040_08
270.908,271.598,,,,,R,,,040_08
274.368,275.29200000000003,,,,,,,R,040_08
283.313,285.971,,,,,R,,,040_08
301.20599999999996,302.093,,,,,R,,,040_08
303.494,304.878,,,,,R,,,040_08
305.80400000000003,307.275,,,,,,,R,040_08
308.318,311.372,,,,,R,,,040_08
312.012,315.385,,,,,,R,,040_08
316.004,317.198,,,,,,,R,040_08
96.027,97.074,,,,,R,,,043_08
102.318,103.286,,,,,,,R,043_08
102.806,103.286,,,,,,,Both,043_08
102.806,104.175,,,,,,,L,043_08
106.221,107.381,,,,,R,,,043_08
133.43200000000002,134.19799999999998,,,,,,R,,043_08
141.60299999999998,143.786,,,,,R,,,043_08
153.5,155.796,,,,,R,,,043_08
161.501,161.971,,,,,L,,,043_08
162.721,166.083,,,,,,R,,043_08
177.852,178.486,,,,,,,L,043_08
178.43,178.486,,,,,,,Both,043_08
178.43,185.19799999999998,,,,,,,R,043_08
179.533,184.57,,,,,Both,,,043_08
185.45,189.967,,,,,L,,,043_08
188.31799999999998,189.967,,,,,,,Both,043_08
188.31799999999998,193.488,,,,,,,R,043_08
190.602,193.488,,,,,,,Both,043_08
190.602,194.192,,,,,,,L,043_08
194.90599999999998,196.583,,,,,L,,,043_08
196.108,196.475,,,,,Both,,,043_08
198.014,201.183,,,,,L,,,043_08
201.017,201.183,,,,,Both,,,043_08
201.017,205.588,,,,,R,,,043_08
234.93,237.468,,,,,L,,,043_08
242.222,243.96900000000002,,,,,R,,,043_08
245.62,247.278,,,,,,R,,043_08
245.97400000000002,247.278,,,,,Both,,,043_08
245.97400000000002,247.778,,,,,L,,,043_08
247.61700000000002,247.778,,,,,Both,,,043_08
247.61700000000002,248.28400000000002,,,,,R,,,043_08
249.30700000000002,251.868,,,,,,L,,043_08
251.611,251.868,,,,,,Both,,043_08
251.611,254.672,,,,,,R,,043_08
331.083,332.98,,,,,R,,,043_08
332.027,332.98,,,,,,Both,,043_08
332.027,333.29,,,,,,L,,043_08
333.213,333.29,,,,,,Both,,043_08
333.213,334.181,,,,,,R,,043_08
334.624,335.184,,,,,R,,,043_08
337.032,343.384,,,,,R,,,043_08
368.60699999999997,371.574,,,,,L,,,043_08
369.11,371.574,,,,,Both,,,043_08
369.11,373.69699999999995,,,,,R,,,043_08
373.106,373.69699999999995,,,,,Both,,,043_08
373.106,377.879,,,,,L,,,043_08
375.421,377.587,,,,,Both,,,043_08
378.73199999999997,378.999,,,,,R,,,043_08
378.80699999999996,378.874,,,,,Both,,,043_08
384.209,391.586,,,,,R,,,043_08
384.314,388.17800000000005,,,,,Both,,,043_08
389.01800000000003,391.48900000000003,,,,,L,,,043_08
396.903,398.592,,,,,R,,,043_08
397.10900000000004,398.592,,,,,,,Both,043_08
397.10900000000004,404.968,,,,,,,L,043_08
398.81,404.968,,,,,,,Both,043_08
398.81,432.983,,,,,,,R,043_08
406.901,432.184,,,,,,,Both,043_08
435.515,436.282,,,,,,,R,043_08
440.099,441.095,,,,,,,L,043_08
440.73,441.095,,,,,,,Both,043_08
440.73,441.898,,,,,,,R,043_08
443.116,444.985,,,,,,,R,043_08
444.314,444.985,,,,,,,Both,043_08
444.314,445.08099999999996,,,,,,,L,043_08
111.999,114.234,,,,,,,L,044_08
118.541,120.555,,,,,,,L,044_08
128.67700000000002,129.757,,,,,,,R,044_08
144.692,145.65200000000002,,,,,,,R,044_08
153.5,155.22,,,,,,L,,044_08
172.66299999999998,186.149,,,,,,R,,044_08
174.59099999999998,186.149,,,,,,Both,,044_08
174.59099999999998,186.155,,,,,,L,,044_08
197.235,218.74400000000003,,,,,,,L,044_08
197.236,197.53,,,,,,,Both,044_08
241.21200000000002,241.99200000000002,,,,,,,L,044_08
86.029,87.199,,,,,R,,,045_08
92.3,93.899,,,,,R,,,045_08
98.4,100.699,,,,,R,,,045_08
101.42299999999999,101.699,,,,,L,,,045_08
111.3,112.899,,,,,R,,,045_08
112.1,112.699,,,,,Both,,,045_08
116.5,117.59899999999999,,,,,R,,,045_08
116.7,116.79899999999999,,,,,Both,,,045_08
121.119,122.2,,,,,L,,,045_08
122.4,123.29899999999999,,,,,R,,,045_08
122.5,122.899,,,,,Both,,,045_08
125.9,127.4,,,,,R,,,045_08
126.2,127.09899999999999,,,,,Both,,,045_08
130.903,134.47299999999998,,,,,,,R,045_08
131.254,134.47299999999998,,,,,Both,,,045_08
131.254,134.999,,,,,L,,,045_08
134.8,134.999,,,,,Both,,,045_08
134.8,136.468,,,,,R,,,045_08
137.019,149.299,,,,,,,R,045_08
138.525,138.899,,,,,,,Both,045_08
144.702,149.299,,,,,,,L,045_08
155.13299999999998,156.499,,,,,L,,,045_08
156.023,156.499,,,,,Both,,,045_08
156.023,158.19899999999998,,,,,R,,,045_08
159.125,166.49900000000002,,,,,,,R,045_08
180.40099999999998,180.998,,,,,,,L,045_08
191.80700000000002,197.08,,,,,,L,,045_08
205.107,212.998,,,,,,,R,045_08
207.11599999999999,209.58599999999998,,,,,,,Both,045_08
210.32299999999998,215.396,,,,,,L,,045_08
215.37099999999998,215.396,,,,,,,Both,045_08
215.37099999999998,218.37400000000002,,,,,,,R,045_08
216.012,216.68,,,,,,,Both,045_08
220.61900000000003,226.188,,,,,,R,,045_08
222.0,226.188,,,,,,Both,,045_08
222.0,226.372,,,,,,L,,045_08
229.1,232.483,,,,,,L,,045_08
229.601,232.483,,,,,,Both,,045_08
229.601,238.475,,,,,,R,,045_08
241.903,250.271,,,,,R,,,045_08
250.604,252.072,,,,,,R,,045_08
267.812,273.388,,,,,R,,,045_08
279.207,280.476,,,,,R,,,045_08
279.401,280.20099999999996,,,,,,Both,,045_08
282.009,282.07599999999996,,,,,R,,,045_08
284.579,285.98,,,,,L,,,045_08
284.586,285.98,,,,,,,Both,045_08
284.586,301.08299999999997,,,,,,,R,045_08
286.608,292.683,,,,,,,Both,045_08
295.509,302.504,,,,,,,L,045_08
302.313,302.504,,,,,,,Both,045_08
302.313,312.592,,,,,,,R,045_08
312.507,312.592,,,,,,,Both,045_08
312.507,318.375,,,,,,,L,045_08
316.218,318.375,,,,,,,Both,045_08
316.218,327.488,,,,,,,R,045_08
320.904,323.574,,,,,,,Both,045_08
327.5,343.668,,,,,,,L,045_08
328.231,329.765,,,,,Both,,,045_08
336.44800000000004,342.38199999999995,,,,,R,,,045_08
343.059,346.094,,,,,,,R,045_08
346.903,347.77,,,,,,L,,045_08
347.611,347.77,,,,,,Both,,045_08
347.611,358.51300000000003,,,,,,R,,045_08
349.12699999999995,357.894,,,,,,Both,,045_08
359.415,359.792,,,,,,R,,045_08
364.005,365.293,,,,,,R,,045_08
364.005,365.37,,,,,,L,,045_08
368.129,369.597,,,,,,R,,045_08
368.301,369.597,,,,,,Both,,045_08
368.301,369.66900000000004,,,,,,L,,045_08
380.816,382.585,,,,,,R,,045_08
383.32800000000003,388.469,,,,,,,R,045_08
384.301,385.87,,,,,,Both,,045_08
386.61199999999997,388.981,,,,,,,L,045_08
164.101,165.495,,,,,R,,,047_08
175.301,178.49900000000002,,,,,R,,,047_08
181.90099999999998,185.798,,,,,R,,,047_08
231.505,232.99400000000003,,,,,R,,,047_08
235.304,250.695,,,,,,,R,047_08
251.303,252.798,,,,,,R,,047_08
304.10200000000003,304.694,,,,,,R,,047_08
304.404,304.694,,,,,,Both,,047_08
304.404,305.498,,,,,,L,,047_08
349.305,350.79400000000004,,,,,,,R,047_08
64.82,79.999,,,,,,R,,048_08
66.623,69.47800000000001,,,,,,Both,,048_08
70.506,78.283,,,,,,L,,048_08
80.628,89.072,,,,,,,L,048_08
81.717,89.068,,,,,,,Both,048_08
89.804,91.977,,,,,R,,,048_08
94.70700000000001,95.875,,,,,,,L,048_08
99.10799999999999,100.27600000000001,,,,,R,,,048_08
103.508,105.69200000000001,,,,,R,,,048_08
121.931,137.868,,,,,,R,,048_08
137.42600000000002,137.868,,,,,,Both,,048_08
137.42600000000002,153.168,,,,,,L,,048_08
154.999,164.775,,,,,,L,,048_08
164.708,164.775,,,,,,Both,,048_08
164.708,178.56599999999997,,,,,,R,,048_08
168.502,177.18900000000002,,,,,Both,,,048_08
180.30900000000003,200.58,,,,,R,,,048_08
201.014,202.683,,,,,,R,,048_08
203.715,204.896,,,,,,R,,048_08
208.72299999999998,219.578,,,,,L,,,048_08
221.13099999999997,222.96599999999998,,,,,R,,,048_08
223.399,224.56799999999998,,,,,,R,,048_08
224.905,225.172,,,,,R,,,048_08
228.613,229.38099999999997,,,,,L,,,048_08
231.416,232.49099999999999,,,,,R,,,048_08
243.63099999999997,247.78900000000002,,,,,R,,,048_08
250.308,250.87400000000002,,,,,R,,,048_08
252.825,252.99200000000002,,,,,,R,,048_08
253.625,253.692,,,,,R,,,048_08
257.001,257.969,,,,,R,,,048_08
262.0,263.068,,,,,R,,,048_08
265.601,266.568,,,,,,R,,048_08
267.51,269.079,,,,,R,,,048_08
272.31,272.577,,,,,R,,,048_08
274.608,278.68,,,,,R,,,048_08
281.212,281.379,,,,,R,,,048_08
286.914,287.38,,,,,,L,,048_08
292.409,292.776,,,,,,L,,048_08
292.927,293.093,,,,,L,,,048_08
293.9,295.069,,,,,R,,,048_08
306.722,324.199,,,,,R,,,048_08
325.518,325.785,,,,,R,,,048_08
332.51,332.777,,,,,,,R,048_08
353.631,354.79900000000004,,,,,R,,,048_08
364.11699999999996,371.275,,,,,R,,,048_08
368.00199999999995,371.273,,,,,,Both,,048_08
374.325,374.792,,,,,R,,,048_08
376.906,378.38699999999994,,,,,R,,,048_08
378.708,379.876,,,,,,,R,048_08
381.205,381.973,,,,,R,,,048_08
382.61,386.782,,,,,L,,,048_08
389.62699999999995,389.795,,,,,L,,,048_08
390.126,390.392,,,,,R,,,048_08
394.30800000000005,399.769,,,,,R,,,048_08
