index,Begin,End,m,i,a,Mom Actions,File
1408,261.1,261.893,,,,Momgrab,044_07
1408,261.893,262.01,,,,Momgrab,044_07
1409,263.02,266.09,,,R,,044_07
1410,267.13,271.06,R,,,,044_07
1411,271.6,288.786,,,R,,044_07
1412,288.52,288.816,,,,Momgrab,044_07
1412,288.816,288.786,,,,Momgrab,044_07
1413,294.82,307.61,,,R,,044_07
1414,307.61,308.19,,,Both,,044_07
,308.19,309.68,,,R,,044_07
1415,326.61,326.89,,L,,,044_07
1416,358.91,370.7,,R,,,044_07
1417,370.7,372.38,,,,Momgrab,044_07
1417,372.38,372.42,,,,Momgrab,044_07
1418,376.3,377.591,,R,,,044_07
1419,378.32,389.58,R,,,,044_07
1420,401.72900000000004,403.879,,,R,,044_07
1421,405.9,407.07,,,R,,044_07
1422,413.409,414.899,,,R,,044_07
1423,97.29,103.32,,,R,,045_07
1424,103.32,104.38,,,,Momgrab,045_07
1424,104.38,104.41,,,,Momgrab,045_07
1425,106.73,137.5,,,R,,045_07
1426,137.5,137.67,,,,Momgrab,045_07
1426,137.67,137.8,,,,Momgrab,045_07
1427,143.9,202.04,R,,,,045_07
1428,202.04,202.955,,,,Momgrab,045_07
1428,202.955,203.0,,,,Momgrab,045_07
1429,206.9,209.9,,R,,,045_07
1430,209.9,210.36700000000002,,Both,,,045_07
,210.36700000000002,215.19299999999998,,R,,,045_07
1431,211.605,216.71,,L,,,045_07
1432,216.71,219.479,,,,Momgrab,045_07
1433,218.21,257.97,,R,,,045_07
1432,219.479,224.416,,,,Momgrab,045_07
1434,257.02,257.97,,,,Momgrab,045_07
1433,257.97,224.416,,Both,,,045_07
1434,257.97,258.02,,,,Momgrab,045_07
1435,262.92,277.02,,,R,,045_07
1436,277.02,277.26,,,,Momgrab,045_07
1436,277.26,277.426,,,,Momgrab,045_07
1437,279.51,306.71,,,R,,045_07
1438,306.71,309.587,,,Both,,045_07
1439,308.51,310.19,,,,Momgrab,045_07
1438,309.587,308.51,,,L,,045_07
1439,310.19,310.20799999999997,,,,Momgrab,045_07
1440,316.81,317.48,R,,,,045_07
1441,317.48,317.51599999999996,,,,Momforce,045_07
1442,324.5,327.87300000000005,R,,,,045_07
1443,326.732,353.38,L,,,,045_07
1444,352.4,353.38,,,,Momgrab,045_07
1443,353.38,327.87300000000005,Both,,,,045_07
1444,353.38,353.426,,,,Momgrab,045_07
1445,371.01,371.48,R,,,,045_07
1446,374.41,383.9,,R,,,045_07
1447,383.9,396.89300000000003,,Both,,,045_07
1447,396.89300000000003,411.62,,L,,,045_07
1448,411.62,423.65,,Both,,,045_07
,423.65,445.98,,L,,,045_07
1449,431.02,431.03,,,R,,045_07
1450,431.03,431.68,,,,Momforce,045_07
1450,431.68,431.7,,,,Momforce,045_07
1451,432.8,433.89,,,R,,045_07
1452,433.89,433.93,,,,Momforce,045_07
1454,437.32,437.61300000000006,,,,Momforce,045_07
1453,437.61300000000006,437.57,,,R,,045_07
1455,440.80199999999996,445.61,,,R,,045_07
1456,445.61,446.01599999999996,,,,Momgrab,045_07
,446.01599999999996,448.99,,,R,,045_07
1457,447.7,451.01,,,L,,045_07
1458,451.01,460.41,,,Both,,045_07
1459,460.41,460.97,,,,Momgrab,045_07
,460.97,461.286,,,L,,045_07
1459,460.97,461.32599999999996,,,,Momgrab,045_07
1460,466.7,466.72,,,,Momforce,045_07
1461,466.72,467.09,,,Both,,045_07
,467.09,467.13,,,,Momforce,045_07
1462,468.41,468.71,,,,Momforce,045_07
1463,468.71,469.19,,,R,,045_07
1464,471.02,471.38699999999994,,,R,,045_07
1465,472.99,478.62,,,R,,045_07
1466,478.62,480.17,,,Both,,045_07
1466,480.17,482.42,,,L,,045_07
1467,482.42,483.293,,,,Momgrab,045_07
1467,483.293,483.3,,,,Momgrab,045_07
1468,12.126,12.177,,,R,,047_07
1469,12.902000000000001,19.160999999999998,,R,,,047_07
1470,19.727,19.789,,,R,,047_07
1471,19.789,20.145,,,,Momforce,047_07
,20.145,229.245,,,R,,047_07
1472,21.031,23.326,,,L,,047_07
1473,28.438000000000002,29.538,,,L,,047_07
1474,40.758,43.222,,,L,,047_07
1475,44.748999999999995,49.953,,,L,,047_07
1476,55.548,56.31399999999999,,,L,,047_07
1477,56.31399999999999,58.363,,,,Momgrab,047_07
1477,58.363,58.375,,,,Momgrab,047_07
1478,63.147,67.771,,,L,,047_07
1479,72.842,73.859,,,,Momforce,047_07
1480,72.889,77.76,L,,,,047_07
1481,74.12100000000001,75.795,,,,Momgrab,047_07
1480,77.76,73.859,Both,,,,047_07
1482,121.94,125.387,,,L,,047_07
1483,125.387,126.781,,,,Momgrab,047_07
,126.781,129.158,,,L,,047_07
1484,141.658,161.889,,,L,,047_07
1485,170.53099999999998,170.66099999999997,,,L,,047_07
1486,175.49599999999998,181.753,,,L,,047_07
1487,181.91099999999997,189.69400000000002,,L,,,047_07
1488,190.13400000000001,193.293,,,L,,047_07
1489,193.382,193.393,,,,Momforce,047_07
1490,193.393,194.65,,Both,,,047_07
1490,194.65,199.43900000000002,,L,,,047_07
1491,202.34799999999998,213.78799999999998,,L,,,047_07
1492,214.05599999999998,218.13400000000001,,,L,,047_07
1493,221.25599999999997,224.872,,,,Momforce,047_07
1494,221.262,228.108,,L,,,047_07
1495,225.33,228.108,,,,Momgrab,047_07
1495,228.108,228.606,,,,Momgrab,047_07
1494,228.108,224.872,,Both,,,047_07
1496,228.606,229.11599999999999,,,Both,,047_07
,229.11599999999999,229.245,,,,Momgrab,047_07
1497,230.787,231.06,,,R,,047_07
1498,234.29,234.296,,,,Momforce,047_07
1499,234.296,235.78,,Both,,,047_07
1499,235.78,237.37,,L,,,047_07
1500,237.37,244.047,,,Both,,047_07
1500,244.047,252.01,,,R,,047_07
1501,252.01,254.03,,,Both,,047_07
,254.03,293.623,,,R,,047_07
1502,254.399,257.96299999999997,L,,,,047_07
1503,258.33099999999996,261.68,,,L,,047_07
1504,271.901,275.686,,,L,,047_07
1505,276.59,276.899,L,,,,047_07
1506,289.774,291.277,,,L,,047_07
1507,301.846,301.849,R,,,,047_07
1508,301.849,302.339,,,,Momforce,047_07
,302.339,337.722,R,,,,047_07
1509,302.474,304.038,L,,,,047_07
1510,328.155,329.39599999999996,L,,,,047_07
1511,331.282,337.736,,,L,,047_07
1512,339.394,341.695,,,R,,047_07
1513,341.695,344.561,,,Both,,047_07
,344.561,362.186,,,R,,047_07
1514,346.665,348.168,,,L,,047_07
1515,357.24800000000005,360.81199999999995,,,L,,047_07
1516,368.8,368.923,,,R,,047_07
1517,368.923,372.207,,,,Momforce,047_07
,372.207,426.667,,,R,,047_07
1518,374.208,375.06699999999995,,,L,,047_07
1519,384.517,387.81300000000005,,,L,,047_07
1520,395.23900000000003,396.635,,,L,,047_07
1521,413.941,415.16900000000004,,,L,,047_07
1522,80.911,88.723,L,,,,048_07
1524,83.126,85.285,,,,momgrab,048_07
,85.285,144.045,R,,,,048_07
1525,86.55,88.088,,,,momgrab,048_07
1523,88.723,144.045,R,,,,048_07
1526,95.914,100.525,,,L,,048_07
1527,100.525,104.11200000000001,,,,momforce,048_07
,104.11200000000001,106.23200000000001,,,L,,048_07
1528,104.915,106.928,,,,momgrab,048_07
1529,106.944,111.089,L,,,,048_07
1530,112.398,114.93299999999999,,,L,,048_07
1531,116.57,120.811,,,L,,048_07
1532,121.803,123.359,L,,,,048_07
1533,124.971,132.869,,,L,,048_07
1534,134.056,135.265,,,L,,048_07
1535,139.705,142.439,L,,,,048_07
1536,142.439,143.597,,,,momgrab,048_07
1536,143.597,144.053,,,,momgrab,048_07
1537,146.407,148.385,L,,,,048_07
1538,148.734,153.62,,,R,,048_07
1539,153.62,172.252,,,Both,,048_07
,172.252,172.396,,,R,,048_07
1540,182.72400000000002,184.915,,,R,,048_07
1541,184.915,199.362,,,Both,,048_07
1542,194.217,195.482,,,,momgrab,048_07
,195.482,199.481,,,L,,048_07
1543,198.62,199.49099999999999,,,,momgrab,048_07
1541,199.362,194.217,,,L,,048_07
1544,216.84099999999998,216.926,,,L,,048_07
1545,216.926,225.59400000000002,,,Both,,048_07
1545,225.59400000000002,226.285,,,R,,048_07
1546,227.528,228.368,,,,momforce,048_07
1548,227.926,234.055,Both,,,,048_07
1547,228.368,227.926,L,,,,048_07
,234.055,236.465,L,,,,048_07
1549,235.24200000000002,251.41299999999998,R,,,,048_07
1550,251.41299999999998,251.894,,,,momgrab,048_07
1551,267.812,271.923,L,,,,048_07
1553,267.815,268.161,,,,momforce,048_07
,268.161,278.289,R,,,,048_07
1552,271.923,267.815,R,,,,048_07
1554,275.207,277.64,L,,,,048_07
1555,277.64,277.875,,,,momgrab,048_07
,277.875,288.19599999999997,L,,,,048_07
1556,281.099,283.58,,R,,,048_07
1557,284.062,287.612,R,,,,048_07
1558,287.612,288.42,,,,momgrab,048_07
,288.42,288.423,R,,,,048_07
1559,297.824,297.825,R,,,,048_07
1560,297.825,297.89799999999997,,,,momforce,048_07
1561,297.89799999999997,298.282,Both,,,,048_07
,298.282,300.02299999999997,R,,,,048_07
1561,298.282,301.611,L,,,,048_07
1562,301.611,303.45099999999996,,,,momgrab,048_07
1563,302.709,307.684,R,,,,048_07
,303.45099999999996,308.067,L,,,,048_07
1564,307.432,307.684,,,,momgrab,048_07
1564,307.684,308.075,,,,momgrab,048_07
1563,307.684,303.45099999999996,Both,,,,048_07
1565,321.52,321.52099999999996,R,,,,048_07
1566,321.52099999999996,322.112,,,,momforce,048_07
1567,322.112,323.573,Both,,,,048_07
,323.573,327.82599999999996,R,,,,048_07
1567,323.573,327.607,L,,,,048_07
1568,327.607,329.272,,,,momgrab,048_07
1569,329.272,333.184,Both,,,,048_07
,333.184,336.465,L,,,,048_07
1569,333.184,336.531,R,,,,048_07
1570,336.531,336.98199999999997,,,,momgrab,048_07
,336.98199999999997,336.983,R,,,,048_07
1571,352.91,353.091,R,,,,048_07
1572,356.534,356.543,L,,,,048_07
1573,356.543,356.92900000000003,,,,momforce,048_07
1574,356.92900000000003,357.754,Both,,,,048_07
,357.754,364.225,L,,,,048_07
1574,357.754,366.35400000000004,R,,,,048_07
1575,366.35400000000004,368.156,Both,,,,048_07
1575,368.156,374.251,L,,,,048_07
1576,374.251,376.32599999999996,Both,,,,048_07
,376.32599999999996,377.191,L,,,,048_07
1577,376.67,377.19199999999995,,,,momgrab,048_07
1578,388.009,388.01300000000003,R,,,,048_07
1579,388.01300000000003,388.815,,,,momgrab,048_07
1580,388.31800000000004,392.99800000000005,L,,,,048_07
,388.815,392.36800000000005,R,,,,048_07
1581,391.225,392.99800000000005,,,,momgrab,048_07
1580,392.99800000000005,388.815,Both,,,,048_07
1582,402.98,402.983,R,,,,048_07
1583,402.983,403.634,,,,momforce,048_07
,403.634,405.385,R,,,,048_07
1584,403.798,406.526,L,,,,048_07
1585,406.526,409.653,,Both,,,048_07
,409.653,412.986,L,,,,048_07
1586,410.148,410.689,R,,,,048_07
1587,411.398,411.403,,,,momforce,048_07
1588,411.403,412.731,,Both,,,048_07
1588,412.731,413.655,,R,,,048_07
1589,413.655,414.43,,Both,,,048_07
,414.43,437.7,,R,,,048_07
1590,432.055,436.048,,L,,,048_07
1591,437.24199999999996,437.48199999999997,,L,,,048_07
1592,438.505,441.129,R,,,,048_07
1593,441.129,451.25699999999995,Both,,,,048_07
1594,451.045,455.798,,,,momgrab,048_07
1593,451.25699999999995,451.045,L,,,,048_07
1594,455.798,455.80699999999996,,,,momgrab,048_07
1595,457.969,457.977,L,,,,048_07
1596,457.977,458.664,,,,momforce,048_07
,458.664,461.631,L,,,,048_07
1597,458.707,480.70599999999996,R,,,,048_07
1598,480.70599999999996,481.306,Both,,,,048_07
,481.306,481.309,R,,,,048_07
